;;gen-17;feb-17;mar-17;apr-17;mag-17;giu-17;lug-17;ago-17;set-17;ott-17;nov-17;dic-17;gen-18;feb-18;mar-18;apr-18;mag-18;giu-18;lug-18
9;01:12;3,24;0,59;1,86;2,55;2,65;2,75;4,31;4,51;2,55;0,59;2,5;6,03;7,3;0,05;6,23;1,47;0,15;1,91;1,72
9;01:18;3,33;0,54;1,86;2,4;2,5;2,7;4,31;4,51;2,45;0,64;2,89;5,98;7,4;0,05;6,27;1,47;0,15;1,91;1,76
9;01:24;3,33;0,54;1,76;2,5;2,4;2,65;4,31;4,56;2,35;0,54;3,24;6,03;7,4;0,05;6,32;1,62;0,15;2,01;1,81
9;01:30;3,38;0,59;1,81;2,45;2,5;2,55;4,36;4,56;2,45;1,23;3,14;5,98;7,4;0,05;6,42;1,62;0,15;2,01;1,86
9;01:36;3,14;0,49;1,86;2,5;2,55;2,35;4,31;4,61;2,84;0,59;2,94;5,98;7,45;0,05;6,52;1,76;0,15;2,11;1,96
9;01:42;3,04;0,54;1,86;2,45;2,55;2,21;4,31;4,61;2,99;0,54;2,89;5,98;7,55;0,05;6,57;1,91;0,15;2,21;2,06
9;01:48;3,19;0,44;1,76;2,55;2,94;2,45;4,36;4,61;2,94;0,64;2,79;5,98;7,5;0,05;6,62;2,01;0,15;2,11;2,01
9;01:54;3,24;0,44;1,81;2,5;2,75;2,7;4,41;4,61;2,84;0,49;2,84;5,98;7,55;0,05;6,67;2,11;0,15;2,11;2,06
9;02:00;3,19;0,44;1,76;2,5;2,99;3,04;4,41;4,61;2,65;0,59;2,6;6,13;7,55;0,05;6,76;2,25;0,25;2,11;2,06
9;02:06;3,19;0,54;1,72;2,65;2,7;2,75;4,36;4,61;2,55;1,03;2,65;6,03;7,65;0,05;6,81;2,4;0,15;2,01;2,06
9;02:12;3,14;0,49;1,72;2,5;2,5;2,55;4,41;4,61;2,45;1,03;2,65;6,08;7,6;0,05;6,81;2,4;0,15;2,01;2,06
9;02:18;3,43;0,64;1,72;2,65;2,6;2,5;4,36;4,61;2,4;2,06;2,4;6,18;7,75;0,05;6,86;2,55;0,15;2,01;2,06
9;02:24;3,24;0,54;1,76;2,55;2,6;2,4;4,46;4,66;2,35;0,88;2,6;6,13;7,7;0,05;6,91;2,65;0,15;1,96;2,01
9;02:30;3,33;0,54;1,81;2,55;2,5;2,45;4,46;4,71;2,35;0,74;3,24;6,18;7,75;0,05;7,01;2,79;0,10;1,91;2,06
9;02:36;3,33;0,49;1,81;2,5;2,65;2,4;4,46;4,66;2,45;0,78;3,14;6,18;7,89;0,05;7,01;2,94;0,10;2,06;2,01
9;02:42;3,28;0,44;1,76;2,55;2,25;2,25;4,51;4,71;2,89;0,74;3,09;6,27;7,79;0,05;7,11;3,09;0,15;2,11;2,06
9;02:48;3,19;0,54;1,81;2,55;2,01;2,4;4,51;4,71;3,09;0,74;2,94;6,37;7,75;0,05;7,16;3,19;0,10;2,06;2,01
9;02:54;3,43;0,44;1,86;2,6;1,86;2,79;4,51;4,71;2,99;0,83;2,84;6,47;7,94;0,05;7,25;3,28;0,15;2,06;2,01
9;03:00;3,48;0,44;1,76;2,55;1,76;3,09;4,56;4,66;2,94;0,83;2,94;6,37;7,89;0,05;7,3;3,33;0,15;2,11;1,96
9;03:06;3,24;0,44;1,81;2,55;1,62;2,94;4,56;4,75;2,79;0,69;2,79;6,32;7,79;0,05;7,35;3,43;0,29;2,11;2,11
9;03:12;3,33;0,44;1,81;2,65;1,57;2,84;4,51;4,71;2,65;0,69;2,7;6,47;7,79;0,05;7,4;3,58;0,10;2,06;2,16
9;03:18;3,38;0,49;1,86;2,55;1,52;2,7;4,56;4,75;2,55;0,78;2,7;6,52;7,89;0,05;7,45;3,63;0,15;2,06;2,16
9;03:24;3,53;0,49;1,72;2,6;1,47;2,5;4,61;4,75;2,55;0,69;3,04;6,62;7,89;0,05;7,5;3,63;0,10;2,11;2,06
9;03:30;3,43;0,49;1,81;2,79;1,47;2,35;4,56;4,75;2,45;0,74;3,58;6,62;8,04;0,05;7,45;3,68;0,10;2,06;2,01
9;03:36;3,24;0,49;1,86;2,94;1,47;2,45;4,51;4,8;2,35;0,83;3,53;6,72;8,04;0,05;7,45;3,68;0,15;2,06;2,01
9;03:42;3,38;0,54;1,76;3,33;1,42;2,3;4,61;4,8;2,4;0,69;3,77;6,96;8,14;0,05;7,5;3,77;0,10;2,06;2,06
9;03:48;3,28;0,59;1,52;3,53;1,42;2,6;4,56;4,85;2,45;0,69;3,77;7,01;8,24;0,05;7,55;3,82;0,25;2,06;2,11
9;03:54;3,33;0,49;1,62;4,26;1,42;2,79;4,66;4,85;2,55;0,69;3,87;7,06;8,19;0,05;7,6;3,92;0,10;2,01;2,06
9;04:00;3,28;0,49;1,72;4,8;1,42;3,19;4,56;4,9;2,55;0,69;3,92;7,16;8,09;0,05;7,6;3,92;0,15;2,06;2,06
9;04:06;3,28;0,54;1,62;4,95;1,42;2,99;4,61;4,9;2,55;0,69;3,92;7,25;8,14;0,05;7,65;3,97;0,15;2,06;2,06
9;04:12;3,38;0,44;1,62;5,34;1,47;2,89;4,66;4,9;2,5;0,64;3,97;7,3;7,75;0,05;7,7;3,87;0,10;2,01;2,06
9;04:18;3,28;0,44;1,72;5,69;1,47;2,7;4,66;4,95;2,5;0,64;3,97;7,4;7,21;0,05;7,75;3,97;0,15;2,01;2,06
9;04:24;3,28;0,44;1,67;5,98;1,52;2,5;4,71;4,9;2,45;0,59;3,97;7,45;7,01;0,05;7,75;3,92;0,15;2,01;2,06
9;04:30;3,38;0,44;1,62;6,32;1,52;2,55;4,56;4,95;2,45;0,59;4,02;7,5;6,57;0,05;7,75;4,07;0,15;2,01;2,01
9;04:36;3,28;0,44;1,62;6,47;1,57;2,5;4,71;4,95;2,5;0,54;3,97;7,6;6,18;0,05;7,79;4,12;0,15;2,11;2,01
9;04:42;3,14;0,44;1,62;6,62;1,81;2,4;4,66;4,95;2,55;0,64;3,92;7,7;5,78;0,05;7,84;4,12;0,15;2,11;2,01
9;04:48;3,14;0,49;1,67;6,81;2,01;2,4;4,66;5;2,6;0,59;3,92;7,75;5,29;0,05;7,89;4,12;0,15;2,01;2,01
9;04:54;3,09;0,39;1,62;7,01;2,01;2,35;4,71;5;2,65;0,59;3,92;7,84;4,85;0,05;7,89;4,17;0,15;1,96;2,01
9;05:00;2,94;0,39;1,62;7,16;2,06;2,45;4,61;5;2,6;0,64;3,92;7,89;4,56;0,05;7,94;4,22;0,15;1,96;2,06
9;05:06;3,04;0,39;1,67;7,35;2,11;2,35;4,71;5,05;2,55;0,64;3,97;7,99;4,22;0,05;7,94;4,26;0,15;1,96;2,11
9;05:12;2,94;0,44;1,67;7,45;2,16;2,55;4,75;5;2,6;0,54;3,97;7,99;4,07;0,05;8,04;4,36;0,15;2,01;2,16
9;05:18;2,84;0,39;1,67;7,4;2,11;2,94;4,66;4,95;2,7;0,64;3,97;8,04;3,87;0,05;8,09;4,41;0,10;2,11;2,16
9;05:24;2,79;0,39;1,72;7,4;2,06;3,04;4,75;5;2,7;0,64;4,02;7,75;3,77;0,05;7,99;4,46;0,10;2,11;2,11
9;05:30;2,84;0,39;1,81;7,55;1,96;2,75;4,71;5,05;2,7;0,64;4,02;7,79;3,68;0,05;7,94;4,46;0,10;2,11;2,01
9;05:36;2,84;0,39;1,67;7,65;1,91;2,7;4,8;5,05;2,7;0,64;4,02;7,89;3,68;0,05;7,99;4,51;0,10;2,06;2,01
9;05:42;2,89;0,39;1,67;7,75;2,21;2,65;4,71;5,1;2,7;0,59;4,07;8,14;3,14;0,05;8,09;4,51;0,10;2,06;2,01
9;05:48;2,89;0,39;1,76;7,7;2,3;2,45;4,71;5,1;2,79;0,59;4,07;8,19;1,81;0,05;8,14;4,56;0,10;2,06;2,01
9;05:54;2,79;0,44;1,81;7,84;2,25;2,55;4,8;5,1;2,79;0,64;4,07;8,24;2,01;0,05;8,24;4,61;0,15;2,06;2,06
9;06:00;2,79;0,49;1,96;7,84;2,25;2,5;4,75;5,1;2,75;0,64;4,07;8,24;2,01;0,05;8,33;4,56;0,15;2,01;2,16
9;06:06;2,75;0,39;1,86;7,99;2,25;2,45;4,85;5,15;2,7;0,64;4,12;8,33;1,86;0,05;8,38;4,61;0,15;2,01;2,11
9;06:12;2,7;0,39;2,06;7,99;2,3;2,45;4,75;5,15;2,75;0,64;4,12;8,24;1,76;0,05;8,48;4,66;0,15;2,01;2,01
9;06:18;2,75;0,39;2,11;7,99;2,25;2,45;4,75;5,15;2,79;0,59;4,12;8,33;1,62;0,05;8,53;4,66;0,10;2,01;2,01
9;06:24;2,79;0,39;2,25;7,94;2,16;2,4;4,75;5,15;2,7;0,69;4,17;8,38;1,72;0,05;8,58;4,71;0,15;2,06;2,06
9;06:30;2,7;0,39;2,35;8,09;2,06;2,35;4,8;5,15;2,75;0,64;4,17;8,38;1,67;0,05;8,63;4,71;0,15;2,11;2,11
9;06:36;2,75;0,39;2,55;8,14;2,25;2,4;4,9;5,15;2,79;0,74;4,17;8,43;1,52;0,05;8,63;4,71;0,10;2,11;2,11
9;06:42;2,7;0,39;2,79;8,28;2,4;2,35;4,8;5,15;2,79;0,64;4,22;8,48;1,42;0,05;8,68;4,66;0,10;2,11;2,11
9;06:48;2,75;0,39;2,89;8,38;2,55;2,35;4,9;5,2;2,84;0,69;4,22;8,48;1,37;0,05;8,63;4,71;0,10;1,96;2,06
9;06:54;2,7;0,39;2,79;8,48;2,55;2,75;4,71;5,15;2,84;0,69;4,26;8,53;1,23;0,05;8,63;4,75;0,15;1,96;2,11
9;07:00;2,79;0,39;2,7;8,48;2,65;3,09;4,8;5,15;2,84;0,74;4,26;8,53;1,32;0,05;8,63;4,8;0,20;2,01;1,96
9;07:06;2,94;0,39;2,65;8,28;3,09;2,99;4,85;5,2;2,89;0,69;4,26;8,58;1,23;0,05;8,63;4,71;0,15;2,01;1,91
9;07:12;2,99;0,39;2,5;8,38;3,28;2,89;4,95;5,2;2,84;0,74;4,26;8,58;1,13;0,05;8,68;4,61;0,15;1,96;1,96
9;07:18;2,94;0,39;2,45;8,53;3,28;2,75;4,95;5,25;2,84;0,69;4,26;8,58;1,23;0,05;8,68;4,51;0,15;1,96;2,06
9;07:24;2,94;0,39;2,45;8,63;3,33;2,6;4,95;5,2;4,02;0,69;4,31;8,53;1,13;0,05;8,68;4,61;0,15;2,01;2,01
9;07:30;2,94;0,39;2,35;8,53;3,38;2,55;4,95;5,1;2,99;0,69;4,31;8,53;1,13;0,05;8,68;4,61;0,10;2,01;2,01
9;07:36;2,94;0,39;2,3;8,28;3,19;2,4;4,95;4,85;2,99;0,74;4,26;8,63;1,18;0,05;8,63;4,51;0,15;2,06;2,01
9;07:42;3,09;0,39;2,55;7,84;3,19;2,3;4,95;4,71;3,04;0,83;4,26;8,63;1,18;0,05;8,68;4,51;0,15;2,06;2,06
9;07:48;3,09;0,39;2,89;7,89;2,99;2,5;5;5,05;3,04;0,83;4,26;8,63;1,18;0,05;8,73;4,46;0,15;2,16;2,01
9;07:54;3,19;0,39;2,99;7,65;2,79;2,84;4,95;5,1;2,99;0,78;4,26;8,63;1,18;0,05;8,73;4,36;0,15;2,06;2,01
9;08:00;3,24;0,39;2,94;7,6;2,79;3,19;5;5,1;3,04;0,88;4,26;8,63;1,08;0,05;8,68;4,31;0,15;2,01;1,91
9;08:06;3,28;0,39;2,89;7,35;2,45;3,19;4,95;5,1;3,04;0,78;4,31;8,73;1,03;0,05;8,73;4,22;7,01;1,96;1,91
9;08:12;3,43;0,44;2,84;7,06;2,94;3,04;5;5,1;2,99;0,88;4,31;8,73;1,03;0,05;8,77;4,17;5,34;1,96;1,91
9;08:18;3,43;0,44;2,7;6,67;3,04;2,79;5;5,1;2,99;0,78;4,31;8,73;1,03;0,05;8,73;4,17;4,95;1,96;1,96
9;08:24;3,48;0,44;2,6;9,02;2,99;2,6;5;5,1;2,99;0,88;4,36;8,77;0,98;0,05;8,68;4,02;4,85;1,86;1,96
9;08:30;3,38;0,49;2,55;7,89;2,79;2,3;5;5,05;2,94;1,08;4,26;8,73;1,37;0,05;8,68;3,87;4,85;1,91;2,06
9;08:36;3,58;0,54;2,4;8,14;2,89;2,4;5,05;4,95;2,84;1,03;4,31;8,73;1,13;0,05;8,68;3,77;4,75;1,91;2,01
9;08:42;3,77;0,44;2,35;8,48;2,94;2,7;5;4,8;2,79;1,27;4,31;8,77;1,18;0,05;8,68;3,68;4,80;2,01;2,06
9;08:48;3,82;0,49;2,45;8,53;2,89;2,75;5;4,85;2,79;0,98;4,31;8,82;1,67;0,05;8,58;3,58;4,75;2,11;2,01
9;08:54;3,87;0,49;2,5;8,58;2,75;2,7;5,05;4,9;2,75;0,88;4,26;8,77;1,47;0,05;8,53;3,48;4,66;2,16;2,01
9;09:00;3,92;0,44;2,6;8,58;2,75;2,5;5,05;4,95;2,7;0,83;4,22;8,82;1,32;0,05;8,53;3,48;4,56;2,06;2,01
9;09:06;4,02;0,44;2,6;8,38;2,6;2,35;5,05;4,9;2,65;1,13;4,12;8,82;1,67;0,05;8,53;3,33;4,51;1,96;1,91
9;09:12;3,97;0,44;2,75;7,84;2,6;2,16;5,05;4,8;2,45;0,83;4,02;8,82;1,57;10;8,48;3,33;4,41;1,96;1,81
9;09:18;4,17;0,54;2,6;7,7;2,6;2,21;5;4,75;2,45;1,08;3,87;8,87;1,57;10;8,38;3,28;4,41;2,01;1,91
9;09:24;4,46;2,7;2,3;7,65;2,5;2,4;5;4,75;2,25;0,88;3,68;8,87;1,67;10;8,33;3,14;4,22;2,01;1,91
9;09:30;4,8;2,55;2,06;7,45;2,45;2,6;4,9;4,66;2,45;1,27;3,58;8,87;1,62;10;8,33;3,24;4,22;1,96;1,81
9;09:36;4,51;3,09;2,06;7,16;2,4;2,7;4,9;4,66;3,04;1,62;3,58;8,92;1,27;1,72;8,24;2,99;4,12;1,86;1,76
9;09:42;4,66;2,4;1,86;6,72;2,3;2,55;4,85;4,61;3,09;1,42;3,53;8,92;0,98;1,52;8,14;2,79;4,07;1,72;1,67
9;09:48;4,56;2,94;1,81;6,03;2,4;2,65;4,85;4,56;2,99;1,23;3,43;8,87;0,93;1,57;8,14;2,79;3,97;1,76;1,52
9;09:54;4,36;2,89;1,86;5,15;2,55;2,79;4,8;4,56;2,79;1,03;3,33;8,82;0,93;1,67;8,04;2,75;3,92;1,72;1,47
9;10:00;4,61;2,84;1,81;4,95;2,84;2,75;4,75;4,41;2,6;0,83;3,33;8,73;0,93;1,72;7,94;2,75;3,82;1,81;1,42
9;10:06;4,75;2,75;1,72;4,95;2,99;2,4;4,75;4,36;2,4;0,78;3,28;8,68;0,93;1,86;7,89;2,89;3,77;1,91;1,37
9;10:12;4,8;2,79;1,86;4,66;3,04;2,21;4,75;4,31;2,3;0,98;3,24;8,58;0,93;1,86;7,79;2,84;3,73;1,91;1,27
9;10:18;4,31;2,79;1,86;4,41;2,79;2,16;4,71;4,31;2,55;0,78;3,14;8,58;0,93;1,86;7,7;2,65;3,58;1,91;1,23
9;10:24;4,46;2,6;2,16;4,31;2,79;2,4;4,71;4,22;2,79;0,93;3,04;8,48;0,93;2,01;7,65;2,65;3,53;2,01;1,23
9;10:30;4,66;2,7;2,35;3,87;2,6;2,45;4,66;4,12;2,79;0,78;2,99;8,48;0,93;2,16;7,55;2,4;3,58;2,06;1,32
9;10:36;4,71;2,6;2,5;3,58;2,5;2,55;4,61;4,07;2,7;0,88;2,89;8,43;0,93;2,06;7,55;2,35;3,53;2,11;1,23
9;10:42;4,75;2,6;2,89;3,14;2,45;2,55;4,56;3,97;2,5;0,88;2,84;8,38;0,93;2,11;7,4;2,3;3,43;2,11;1,18
9;10:48;4,36;2,55;2,55;2,99;2,35;2,5;4,51;3,97;2,25;0,98;2,79;8,33;0,93;2,16;7,35;2,3;3,33;2,11;1,08
9;10:54;4,41;2,6;2,4;2,89;2,25;2,6;4,46;3,92;2,35;0,98;2,7;8,24;0,93;2,11;7,3;2,3;3,33;2,01;1,03
9;11:00;4,51;2,55;2,75;2,89;2,3;2,75;4,41;3,87;2,55;0,59;2,6;8,28;0,93;2,16;7,21;2,16;3,24;1,91;1,03
9;11:06;4,61;2,55;2,45;2,84;2,4;2,65;4,36;3,77;2,79;0,83;2,55;8,24;0,93;2,16;7,06;2,06;3,28;1,81;0,98
9;11:12;4,61;2,55;2,3;2,89;2,55;2,7;4,36;3,73;2,79;0,78;2,5;8,14;0,93;2,16;6,96;2,16;3,43;1,67;0,88
9;11:18;4,61;2,55;2,3;2,79;2,79;2,55;4,36;3,73;2,6;0,74;2,6;8,09;0,93;2,16;6,96;2,01;3,09;1,67;0,83
9;11:24;4,61;2,5;2,4;2,79;2,94;2,65;4,31;3,73;2,45;0,64;2,6;7,94;0,93;2,21;6,86;1,91;2,99;1,52;0,78
9;11:30;4,22;2,6;2,4;2,75;2,89;2,55;4,22;3,68;2,25;0,69;2,6;7,84;0,93;2,21;6,76;1,81;2,89;1,57;0,83
9;11:36;4,22;2,5;2,3;2,75;2,7;2,55;4,26;3,68;2,4;0,49;2,65;7,65;0,93;2,21;6,72;1,76;2,94;1,57;0,78
9;11:42;4,46;2,6;1,86;2,79;2,4;2,65;4,22;3,63;2,55;1,03;2,65;7,55;0,93;2,16;6,67;1,91;2,89;1,47;0,78
9;11:48;4,51;2,5;2,01;2,79;2,25;2,6;4,17;3,38;2,75;0,74;2,7;7,5;0,93;2,16;6,62;2,01;2,89;1,42;0,78
9;11:54;4,17;2,55;2,16;2,75;2,4;2,45;4,12;3,24;2,6;0,64;2,7;7,4;0,98;2,16;6,52;2,06;2,89;1,32;0,78
9;12:00;4,07;2,55;2,25;2,75;2,7;2,5;4,07;3,14;2,25;0,59;2,75;7,35;0,93;2,06;6,52;1,91;2,89;1,27;0,74
9;12:06;4,26;2,45;2,21;2,75;2,6;2,4;4,07;3,24;2,3;0,64;2,75;7,3;0,93;2,11;6,42;1,81;2,89;1,18;0,78
9;12:12;4,41;2,5;2,35;2,75;3,19;2,45;4,07;3,28;2,4;0,69;2,75;7,21;0,93;2,21;6,27;1,76;2,84;1,08;0,74
9;12:18;4,17;2,5;2,3;2,75;2,89;2,35;4,07;3,28;2,7;0,83;2,75;7,16;0,93;2,21;6,37;1,81;2,84;1,03;0,74
9;12:24;4,22;2,55;2,35;2,75;2,79;2,25;4,07;3,24;2,65;0,64;2,7;7,11;0,98;2,21;6,32;1,62;2,75;1,08;0,83
9;12:30;4,22;2,5;2,35;2,75;2,75;2,4;3,97;3,19;2,3;0,69;2,65;7,06;0,93;2,21;6,23;1,62;2,70;1,08;0,69
9;12:36;4,07;2,55;2,25;2,75;2,55;2,45;4,02;3,19;2,35;0,98;2,7;7,01;0,93;2,16;6,23;1,62;2,65;1,08;0,69
9;12:42;4,02;2,55;2,25;2,75;2,25;2,35;3,97;3,19;2,35;0,49;2,6;6,96;0,98;2,16;6,27;1,57;2,65;1,08;0,69
9;12:48;4,02;2,6;2,35;2,75;2,3;2,25;3,97;3,19;2,5;0,39;2,65;6,86;1,96;2,16;6,27;1,62;2,70;0,98;0,74
9;12:54;4,12;2,45;2,3;2,75;2,3;2,35;3,97;3,19;2,65;0,34;2,7;6,86;1,91;2,11;6,23;1,57;2,65;0,98;0,83
9;13:00;4,31;2,55;2,25;2,7;2,5;2,4;3,82;3,19;2,65;0,34;2,65;6,81;2,55;2,11;6,13;1,52;2,70;0,93;0,69
9;13:06;4,22;2,55;2,25;2,75;2,55;2,3;3,77;3,19;2,65;0,34;2,6;6,81;3,19;2,11;6,13;1,47;2,60;0,93;0,69
9;13:12;4,22;2,55;2,3;2,75;2,6;2,45;3,82;3,14;2,7;0,34;2,55;6,76;3,68;2,21;6,13;1,37;2,50;0,93;0,64
9;13:18;4,17;2,55;2,3;2,75;2,75;2,35;3,87;3,14;2,7;0,34;2,45;6,81;3,63;2,16;6,13;1,32;2,60;0,93;0,69
9;13:24;3,92;2,55;2,25;2,75;2,84;2,4;3,87;3,09;2,75;0,34;2,45;6,76;3,82;2,11;6,18;1,27;2,65;0,93;0,59
9;13:30;3,97;2,55;2,25;2,75;2,79;2,4;3,82;3,09;2,5;0,34;2,45;6,76;3,38;2,21;6,13;1,32;2,75;0,93;0,49
9;13:36;4,07;2,6;2,3;2,75;2,75;2,4;3,82;3,04;2,21;0,34;2,45;6,76;3,28;2,16;6,13;1,27;2,60;0,93;0,34
9;13:42;3,97;2,55;2,25;2,75;2,7;2,45;3,73;3,04;2,3;0,34;2,45;6,67;3,09;2,11;6,13;1,52;2,55;0,93;0,34
9;13:48;4,31;2,55;2,25;2,75;2,65;2,4;3,73;3,09;2,45;0,34;2,4;6,57;2,21;2,06;6,08;2,79;2,60;0,93;0,39
9;13:54;4,02;2,55;2,25;2,75;2,55;2,3;3,82;3,14;2,55;0,34;2,4;6,52;1,91;1,18;6,03;1,86;2,60;0,88;0,39
9;14:00;3,92;2,6;2,25;2,75;2,4;2,4;3,77;3,14;2,65;0,34;2,35;6,57;1,52;0,74;6,03;1,86;2,60;0,88;0,49
9;14:06;4,17;2,6;2,3;2,75;2,21;2,3;3,73;3,14;2,6;0,34;2,7;6,47;1,91;0,69;6,03;1,76;2,75;0,93;0,34
9;14:12;4,07;2,6;2,21;2,75;1,52;2,35;3,68;3,14;2,55;0,34;2,79;6,47;2,16;0,69;6,03;1,67;2,70;0,98;0,34
9;14:18;4,26;2,55;2,21;2,75;1,47;2,45;3,63;3,09;2,6;0,34;2,79;6,47;2,16;0,78;5,98;1,62;2,65;0,98;0,34
9;14:24;4,17;2,55;2,21;2,7;1,62;2,3;3,53;3,14;2,6;0,34;2,75;6,42;2,4;0,64;5,98;1,52;2,65;0,93;0,64
9;14:30;4,17;2,6;2,21;2,7;1,76;2,3;3,58;3,19;2,6;0,34;2,65;6,47;2,11;1,03;5,93;1,57;2,55;0,93;1,03
9;14:36;4,12;2,55;2,21;2,75;1,91;2,35;3,58;3,28;2,7;0,34;2,7;6,52;3,48;1,81;5,98;1,57;2,60;0,93;0,74
9;14:42;4,07;2,5;2,21;2,7;2,25;2,35;3,63;3,33;2,75;0,34;2,7;6,57;4,31;1,72;5,93;1,47;2,65;0,93;0,83
9;14:48;4,12;2,89;2,25;2,7;2,3;2,4;3,58;3,43;2,6;0,34;2,6;6,67;4,26;1,72;5,93;1,42;2,70;0,88;0,64
9;14:54;4,17;2,55;2,16;2,7;2,06;2,4;3,58;3,48;2,25;2,4;2,55;6,57;3,53;1,62;5,88;1,47;2,79;0,88;0,69
9;15:00;4,07;2,35;2,16;2,75;2,16;2,45;3,58;3,53;2,16;2,35;2,6;6,52;3,28;1,62;5,83;1,52;2,70;0,93;0,59
9;15:06;4,26;2,35;1,86;2,7;2,25;2,5;3,58;3,48;2,25;2,3;2,5;6,52;2,89;1,62;5,83;1,47;2,65;0,93;0,59
9;15:12;4,22;1,91;1,57;2,7;2,35;2,35;3,53;3,43;2,3;2,3;2,5;6,47;2,16;1,67;5,83;1,42;2,70;0,93;0,59
9;15:18;4,22;2,25;1,23;2,7;2,65;2,45;3,58;3,43;2,4;2,25;2,4;6,47;1,76;1,62;5,78;1,42;2,65;0,93;0,59
9;15:24;4,22;2,4;0,98;2,7;2,7;2,4;3,58;3,38;2,5;2,01;2,4;6,42;1,91;1,72;5,78;1,47;2,70;0,88;0,49
9;15:30;4,22;2,6;0,93;2,75;2,7;2,4;3,58;3,33;2,5;1,96;2,5;6,42;2,21;1,72;5,78;1,47;2,70;0,83;0,59
9;15:36;4,12;2,21;1,32;2,75;2,7;2,25;3,68;3,33;2,6;2,01;2,84;6,42;2,06;1,67;5,83;1,52;2,79;0,83;0,59
9;15:42;4,22;1,81;1,47;2,75;2,75;2,35;3,63;3,38;2,65;1,86;2,75;6,37;1,81;1,76;5,83;1,52;2,79;0,78;0,64
9;15:48;4,12;1,52;1,72;2,75;2,11;2,25;3,68;3,38;2,6;1,96;2,7;6,42;1,47;1,81;5,98;1,47;2,84;0,78;0,59
9;15:54;4,26;0,93;1,96;2,75;1,86;2,3;3,68;3,38;2,65;2,11;2,65;6,37;1,27;1,81;5,93;1,52;2,84;0,78;0,59
9;16:00;3,92;0,49;1,91;2,75;1,47;2,35;3,68;3,33;2,65;2,11;2,65;6,37;1,27;2,21;5,93;1,47;2,94;0,78;0,54
9;16:06;4,07;0,44;1,81;2,75;1,57;2,3;3,68;3,33;2,65;2,3;2,6;6,32;1,03;2,84;6,03;1,57;3,04;0,83;0,54
9;16:12;3,87;0,39;1,81;2,75;1,62;2,3;3,68;3,33;2,6;2,35;2,55;6,32;0,98;3,38;6,03;1,57;2,94;0,83;0,59
9;16:18;4,02;0,39;1,96;2,7;1,91;2,3;3,63;3,33;2,55;2,4;2,55;6,32;0,98;3,77;5,98;1,47;2,94;0,83;0,59
9;16:24;4,07;0,39;1,86;2,75;2,06;2,35;3,68;3,38;2,6;2,45;2,45;6,23;0,98;4,07;5,93;1,52;2,99;0,83;0,54
9;16:30;4,22;0,39;1,96;2,7;2,55;2,3;3,73;3,38;2,6;2,45;2,45;6,23;0,93;4,22;5,88;1,52;2,89;0,78;0,54
9;16:36;3,97;0,39;1,96;2,7;2,45;2,35;3,68;3,43;2,6;2,4;2,45;6,27;0,93;4,41;5,88;1,47;2,94;0,78;0,64
9;16:42;4,17;0,39;2,01;2,7;2,84;2,4;3,77;3,43;2,55;2,4;2,45;6,08;0,93;4,56;5,78;1,42;3,04;0,83;0,69
9;16:48;4,17;0,39;1,96;2,65;2,35;2,4;3,73;3,43;2,65;2,35;2,45;6,13;0,98;4,61;5,88;1,37;2,94;0,78;0,69
9;16:54;4,02;0,39;2,06;2,65;2,4;2,3;3,77;3,28;2,7;2,35;2,4;6,18;1,03;4,75;5,83;1,37;2,89;0,78;0,69
9;17:00;4,12;0,39;2,06;2,6;2,4;2,35;3,82;3,38;2,6;2,35;2,4;6,27;1,08;4,85;5,88;1,42;2,94;0,78;0,64
9;17:06;4,22;0,39;2,06;2,6;2,4;2,4;3,92;3,48;2,25;2,35;2,35;6,27;1,13;4,95;5,93;1,42;2,99;0,78;0,69
9;17:12;3,97;0,39;2,01;2,7;2,21;2,3;3,92;3,43;2,25;2,4;2,7;6,37;1,13;4,9;5,93;1,47;2,99;0,78;0,69
9;17:18;4,07;0,39;1,96;2,7;2,16;2,45;3,92;3,48;2,3;2,35;2,79;6,32;0,98;4,85;5,88;1,47;2,94;0,78;0,64
9;17:24;4,22;0,39;2,16;2,7;2,16;2,35;3,92;3,48;2,35;2,4;2,75;6,32;1,03;4,9;5,74;1,47;2,94;0,78;0,69
9;17:30;3,92;0,39;2,16;2,65;2,35;2,35;3,87;3,58;2,45;2,4;2,65;6,27;1,18;4,95;5,83;1,52;2,89;0,78;0,74
9;17:36;4,12;0,39;2,11;2,65;2,01;2,35;3,82;3,58;2,6;2,4;2,55;6,23;1,13;5;5,83;1,42;2,99;0,78;0,74
9;17:42;3,92;0,44;2,06;2,7;2,89;2,4;3,92;3,63;2,6;2,45;2,5;6,18;1,27;4,95;5,88;1,37;3,09;0,78;0,78
9;17:48;4,02;0,39;2,11;2,7;2,16;2,3;4,17;3,63;2,7;2,45;2,45;6,23;1,32;4,9;5,88;1,37;3,04;0,78;0,88
9;17:54;3,77;1,13;2,06;2,7;2,16;2,4;4,17;3,63;2,7;2,5;2,4;6,18;1,47;4,85;5,88;1,42;3,09;0,78;0,93
9;18:00;3,82;3,09;2,01;2,7;1,76;2,25;4,17;3,68;2,75;2,45;2,4;6,08;1,67;4,75;5,88;1,42;3,04;0,78;0,93
9;18:06;3,92;2,94;2,01;2,7;2,3;2,35;4,17;3,68;2,75;2,45;2,35;6,13;2,21;4,85;5,88;1,42;3,04;0,78;1,03
